Item_Identifier,Outlet_Identifier,results
FDA22,OUT017,2794.9520850777712
NCL06,OUT046,3994.4738966108584
FDI35,OUT013,2969.48758385255
NCW42,OUT045,3484.2829847409134
NCX06,OUT049,2917.5200232473585
FDC37,OUT027,3243.807054949759
FDZ14,OUT018,1768.3328818249283
DRG49,OUT049,3779.9739717391217
NCG06,OUT045,3943.5238446385792
DRC36,OUT045,2884.033349276484
FDV21,OUT019,127.69867791661909
FDB53,OUT046,2449.758875003404
DRP47,OUT019,1945.767062147308
FDA14,OUT013,2371.6005394361823
DRC24,OUT035,2568.8873185538473
FDW21,OUT018,1435.4328788050366
NCH29,OUT046,1655.2930082760563
FDU58,OUT013,3056.502838246124
FDY27,OUT017,2919.109061482289
FDV56,OUT035,1979.383656955238
FDT59,OUT046,3651.3532166203818
FDB23,OUT046,3670.813219187486
FDR49,OUT045,702.6757137348268
FDB03,OUT010,1867.5018659129805
FDN39,OUT045,2785.1558632306974
FDX02,OUT027,4897.702752853786
FDQ16,OUT027,3224.839414935786
FDU35,OUT018,1366.6171704767357
NCT29,OUT013,2020.743661691346
FDZ27,OUT046,727.562123582856
FDN57,OUT017,2373.9929051679383
FDA03,OUT018,2135.643365090642
FDZ36,OUT045,3060.7005240099547
NCU05,OUT013,1327.9135827762304
FDT39,OUT018,2244.056195384912
FDK60,OUT017,1718.625175168668
FDZ25,OUT017,2890.4614808436286
FDG12,OUT046,2130.8364492316005
DRB01,OUT019,1115.3265582211775
NCC43,OUT027,5222.3871794506085
FDX13,OUT019,1928.67329243758
FDM22,OUT049,860.9039321802832
FDJ03,OUT027,2152.9111978920946
FDU14,OUT018,3527.9082344393487
FDB33,OUT010,778.4643600390934
FDP27,OUT046,3062.3737439174847
FDO38,OUT010,-598.1495845707244
FDE28,OUT027,5041.32954885791
FDO27,OUT035,1666.1739492302377
DRL23,OUT027,3244.809065260442
FDS28,OUT046,913.0489431005719
FDX24,OUT013,1558.2920607741717
FDZ02,OUT035,1701.3926880782699
FDL46,OUT045,1988.731875153731
FDS60,OUT027,4321.80716108926
NCO06,OUT017,375.22840644412145
FDO16,OUT035,1473.020917278895
FDC60,OUT049,1499.8580829692012
FDA48,OUT018,3141.823643659143
FDZ36,OUT027,4452.876715854496
FDK27,OUT045,2075.7806768072
FDW23,OUT018,184.76521085906188
FDM14,OUT018,1591.5659925569175
FDM14,OUT013,1851.9583072886867
FDW60,OUT018,2630.9738109649306
FDE21,OUT013,1986.434436533344
NCM42,OUT035,1867.8009609673309
FDY59,OUT010,-300.94547786447765
DRI49,OUT049,1328.2665234535773
FDT28,OUT019,554.4992361038483
FDQ22,OUT018,214.8487813442273
FDR60,OUT049,1266.4046623159302
FDC50,OUT019,-327.9794654656391
FDV24,OUT013,2472.410885256868
DRF48,OUT010,1129.4167151912202
FDQ47,OUT046,497.9449038699786
DRN36,OUT049,1638.770576497844
NCY06,OUT035,2168.919447163209
FDE52,OUT035,1589.1209394451562
NCB54,OUT045,2146.8942313694083
NCF31,OUT035,2535.4662880629526
FDJ08,OUT027,4476.321743766028
NCC07,OUT017,1820.7832421902228
NCD19,OUT027,2221.604194471589
FDL46,OUT049,2003.0104995493393
FDM20,OUT045,3871.387936003875
NCI06,OUT010,998.5997055751845
DRM11,OUT035,4024.4414516336246
NCH07,OUT018,2252.5327436183456
FDS23,OUT013,2133.5931887420347
FDO49,OUT018,479.42404677770764
FDS35,OUT049,1063.8505677656867
DRK39,OUT045,1392.01394020003
DRI39,OUT049,904.0866567894668
FDV04,OUT017,2653.875189914024
NCN14,OUT035,2966.1959460093185
FDH08,OUT013,3637.255135077736
FDS20,OUT046,3007.0081605263763
FDV40,OUT049,1274.5102727441924
FDZ48,OUT010,-34.69782817476636
FDS24,OUT027,2922.3592000111776
FDK44,OUT049,2863.6338554294866
FDS48,OUT045,2520.282902007171
FDK26,OUT010,1192.5430457967004
FDD23,OUT045,3154.834977005467
NCH54,OUT017,2659.6532594491628
NCP14,OUT010,-148.12063112102794
FDM60,OUT010,-1330.147526872375
FDV24,OUT017,2530.0985242794427
FDH08,OUT018,3315.3490129141323
FDS12,OUT027,3519.803966517939
FDR39,OUT027,4325.9557549700085
FDP12,OUT027,1905.103190812241
DRF60,OUT027,5070.262696739081
FDC09,OUT035,1868.260455271949
FDF50,OUT018,2868.5668261753403
FDG28,OUT035,3857.9993558768906
NCE19,OUT017,865.4550029466407
NCM53,OUT010,-74.14480026346195
NCN18,OUT049,1846.3250785961181
FDF32,OUT035,3261.0345953246474
FDF11,OUT013,3804.206820778533
DRI59,OUT049,3558.16866045716
NCG54,OUT035,2775.605191986634
FDM44,OUT046,1769.8195631366389
FDT57,OUT018,3372.816461530956
FDV24,OUT046,2500.0099899526344
FDI50,OUT019,1710.4692382576643
FDS09,OUT035,843.8239729437557
NCC31,OUT027,3937.13293823722
FDQ07,OUT019,1581.341880186916
FDC22,OUT017,3135.14750350409
FDZ56,OUT046,2828.8780169435677
FDZ40,OUT019,-1104.8250817837547
FDS46,OUT027,3432.415399960502
DRD24,OUT045,2361.596376648055
FDV45,OUT017,3086.1405547231584
FDL26,OUT045,2618.3213205264647
FDA56,OUT018,1806.4286349278327
FDN27,OUT046,2013.8149640033498
FDM20,OUT049,3837.93912563637
FDO16,OUT017,1438.3323346020175
FDL03,OUT035,3238.2164437443666
FDE58,OUT046,1978.790029943907
FDI02,OUT027,3349.7101429477075
NCC55,OUT019,-1462.3366627724813
FDR03,OUT018,3026.5427483567314
FDB14,OUT017,1663.0038610218576
FDR45,OUT013,3717.774735599308
NCN07,OUT017,2205.881271687807
FDM51,OUT019,-154.08641964716878
FDT52,OUT027,5230.012014638949
FDL26,OUT046,2585.2083677542228
NCZ42,OUT046,3717.413246121371
DRI47,OUT019,512.4177589471946
FDW40,OUT013,2347.8398212175343
FDN34,OUT046,2812.0197213384004
FDS01,OUT035,2984.859344915263
NCG55,OUT045,1960.4621316253754
FDC11,OUT035,1548.0092855226671
FDX35,OUT018,3277.367150915939
NCB06,OUT046,2638.3001470634667
FDR09,OUT019,2029.6305112420864
FDC53,OUT017,1692.3233173747929
FDY45,OUT013,3893.649510921087
FDA22,OUT010,892.2890391698649
FDE02,OUT035,1660.778482625231
FDW21,OUT045,1778.0861673465824
FDV34,OUT046,1284.2788593287703
FDS59,OUT049,1908.5555035086238
NCW17,OUT017,2199.266838911135
NCK54,OUT046,1967.9561338059418
FDG17,OUT019,1885.0951879945403
FDG35,OUT017,2957.7604654558377
FDD08,OUT010,-1371.87451655515
NCO07,OUT017,3384.3933818136725
FDJ10,OUT010,476.21360170172954
FDW36,OUT017,1801.9727470789526
FDW21,OUT010,-154.8391655137691
FDY19,OUT017,2072.159809205626
DRE03,OUT013,670.9403740007463
NCC55,OUT049,466.5807738617964
FDH52,OUT010,-832.6193463200927
FDO09,OUT017,4098.255130373428
FDU43,OUT045,3822.596557409139
FDX09,OUT010,933.6009373907569
FDH40,OUT019,-518.0558419328507
FDW58,OUT017,1824.0130041610955
FDC47,OUT017,3579.4085934780337
NCR41,OUT035,1651.2668165446053
DRG49,OUT035,3811.7792981260623
FDC52,OUT027,3968.117114347931
FDY13,OUT046,1289.433510719377
FDY35,OUT013,677.3648532611126
FDI35,OUT017,3041.7131705858296
NCU18,OUT049,2331.2863481049108
FDY33,OUT018,2314.613242370258
FDC15,OUT027,3961.0242856910863
FDU01,OUT049,3089.718430594496
NCU42,OUT046,2767.199776341193
NCV29,OUT018,2578.9110127998597
NCY30,OUT017,2988.463950271696
FDQ46,OUT049,1871.2370062573873
FDG58,OUT027,3962.7980835453955
FDK33,OUT017,3432.7465204997357
NCD07,OUT045,1940.6534926935744
NCX29,OUT027,3783.584028751711
NCT42,OUT013,2413.752246972492
DRN59,OUT035,721.3508701050173
FDI44,OUT035,1386.9992569781207
FDA45,OUT049,2872.5832541282557
FDP31,OUT045,1149.7127353887643
FDY01,OUT046,1998.4302780548137
FDT09,OUT018,1959.414366185115
DRH03,OUT027,2991.3908948035682
FDA36,OUT018,2722.101724433479
NCF31,OUT017,2544.9094862927823
FDG14,OUT049,2577.1661957696483
FDG28,OUT027,5236.712579746796
FDU14,OUT049,3862.1442000959155
FDY47,OUT019,308.69720361064356
FDI56,OUT049,1548.6839862679585
DRD01,OUT013,887.1319653843418
FDM22,OUT046,900.2881517659073
FDH33,OUT013,535.9339085816409
DRZ24,OUT013,1943.9564631207913
NCQ38,OUT046,1786.3595149386124
FDO16,OUT027,2820.3984364236017
FDU07,OUT027,3905.4057050897113
NCB07,OUT013,3064.558414133361
FDU48,OUT045,2241.822115941777
NCM43,OUT045,2721.786549562224
FDR31,OUT010,572.5711835793289
DRK49,OUT018,239.53438709244756
NCI30,OUT010,1862.2632283158346
DRD60,OUT017,2971.528341817839
NCG19,OUT046,3633.8715942532804
FDH12,OUT035,1810.9332224373943
FDM32,OUT035,1643.413721824506
FDM27,OUT035,2636.4668530793138
NCU53,OUT027,4107.732534862644
NCQ18,OUT046,1640.1767043834027
FDS10,OUT013,2885.741797784243
FDB33,OUT027,4051.181965691675
FDI12,OUT013,1450.3010187877717
NCW42,OUT013,3434.1816237186745
NCC06,OUT018,1826.214936108069
FDW02,OUT017,2182.7193285949115
NCD43,OUT017,1789.1910033467886
FDM57,OUT018,1100.9142249174884
FDA58,OUT017,3704.841466938516
FDK56,OUT046,3018.52881766271
FDP52,OUT045,3676.479893912006
FDW20,OUT018,1818.5931160990608
FDS52,OUT049,1717.8199024756243
NCT29,OUT018,1692.090246841917
NCL54,OUT013,2808.987484971041
FDC05,OUT045,3219.7930969069344
FDF34,OUT035,3246.4012970023427
FDP03,OUT027,3526.4090126528527
FDD32,OUT010,-419.51858807980125
FDZ10,OUT045,2156.0461435435136
FDZ40,OUT035,881.0131003689669
FDD51,OUT018,272.49491764676964
NCY30,OUT019,964.8261380533336
FDP58,OUT017,3451.166332671802
FDV49,OUT017,4118.96540900792
FDY24,OUT019,-1112.034587242402
NCO55,OUT017,1815.317845740678
FDR13,OUT017,2085.3399912384943
FDS51,OUT017,1050.3931783610553
FDP26,OUT045,1755.3916620830746
NCB54,OUT027,3561.380741499307
FDF32,OUT017,3231.1364369889898
FDN31,OUT018,2759.5341129075764
DRM48,OUT017,458.76150402698295
FDN20,OUT049,2818.673948515266
DRL01,OUT046,3683.375098221981
FDV56,OUT049,1913.011328361788
DRH13,OUT027,3217.5474684606706
FDA03,OUT017,2492.651250511566
FDF47,OUT027,4961.510691386939
FDX32,OUT046,2506.5035803127985
FDX57,OUT049,1672.4378788774502
NCA30,OUT045,3046.1299066682177
FDO49,OUT013,775.4766822203517
FDL04,OUT019,-180.18568602828407
DRM48,OUT035,489.00854661301105
FDR16,OUT013,3356.7097220482574
NCC19,OUT018,2735.0874821975467
NCE42,OUT045,3689.7679712047743
FDY24,OUT017,917.6884850594802
FDH19,OUT049,2874.224885402819
FDJ46,OUT013,2795.8296405992774
FDN45,OUT010,1606.1595586216254
FDY08,OUT035,2424.2442276738516
FDZ37,OUT035,1583.1423073367362
NCT30,OUT045,681.590540660621
DRY23,OUT018,272.4875708322468
NCZ30,OUT018,1709.7987124739934
FDC44,OUT018,1606.878038272215
FDB45,OUT035,1864.3674934268315
FDY04,OUT013,2697.3194334298887
FDM27,OUT046,2670.09255671963
FDZ43,OUT017,3859.457546483544
FDT39,OUT019,622.5437315202297
NCC06,OUT019,176.033234896073
FDL15,OUT027,3945.437732793792
FDL57,OUT017,4022.987449013074
FDU08,OUT046,1724.5941147544263
FDK40,OUT017,4081.813184331404
FDQ12,OUT010,1700.7863962421288
FDS48,OUT017,2559.7589509860068
FDP09,OUT045,3388.1791168408204
FDW21,OUT049,1729.451243463303
FDY25,OUT035,3015.3894872298647
DRE13,OUT017,1471.8855723147526
FDV43,OUT019,-1314.0807341238421
FDD22,OUT045,1885.3434508541422
FDM46,OUT019,-407.0086552235339
NCO30,OUT010,1086.567640076204
FDM25,OUT046,2892.862852331177
NCN41,OUT049,2068.356160537939
FDU24,OUT045,1619.0749966864312
FDZ50,OUT046,3004.5576062863956
FDP45,OUT013,3895.7872411058383
NCM54,OUT045,2115.464933181658
FDW10,OUT019,903.741952378283
FDP20,OUT017,2227.3164872798466
FDK32,OUT046,2591.3147613851525
FDN52,OUT049,1495.8828523095035
FDM58,OUT045,1932.0183154380986
FDZ46,OUT027,3254.9012916324027
NCA18,OUT018,1626.0138988842364
FDD35,OUT046,2123.6317531904688
NCK31,OUT035,772.057328487688
FDI40,OUT027,3116.415232206344
FDT50,OUT019,-278.44483245864956
NCT06,OUT046,2693.389063194232
FDT31,OUT035,3131.6844078517615
FDT45,OUT049,815.6124791201205
FDT13,OUT045,3089.2024988028
FDO50,OUT045,1580.233352833634
NCU18,OUT010,416.33884366862486
NCR54,OUT049,3097.3426516224768
NCO18,OUT018,2563.2177525974525
FDU09,OUT045,932.0768245278919
FDT13,OUT018,2755.508037101885
FDE09,OUT046,1952.404179971957
NCK53,OUT019,-228.7574795899933
FDG45,OUT049,3414.579702331279
DRH15,OUT035,660.0912686551578
FDO21,OUT019,1642.1510947444083
FDD14,OUT027,4388.888875404475
FDC09,OUT046,1837.1962238311676
FDH45,OUT027,2073.0434714812654
FDV32,OUT046,1090.7581066327364
FDG12,OUT035,2113.8475908048913
FDS32,OUT013,2399.5941797858113
NCL55,OUT018,3527.8546468951718
DRE01,OUT035,3778.1495570657203
DRE15,OUT049,1292.4113318023687
NCL42,OUT045,3821.947209494266
FDP31,OUT013,1069.2390527656614
FDN33,OUT018,1272.7525088170146
FDZ59,OUT046,2742.434778703455
FDE45,OUT010,1035.835089514836
FDJ07,OUT013,1986.2087036415446
FDQ45,OUT018,2717.535417210501
FDM33,OUT027,4840.321720517097
FDO15,OUT010,-566.7840749072938
FDM46,OUT013,1501.133767656062
FDR03,OUT045,3364.455504944133
FDY49,OUT018,2501.4398438274725
FDQ60,OUT045,2049.532089020658
FDW10,OUT049,2865.800283624412
FDO51,OUT049,687.026408621244
FDJ40,OUT018,1558.4330434432122
FDS20,OUT018,2667.3560282342414
FDU45,OUT013,1914.4350999293188
FDV02,OUT035,2798.5451069894652
FDN09,OUT046,3770.957199712451
NCM55,OUT027,4387.752203022417
FDN23,OUT018,2131.2535386527866
FDY31,OUT010,545.064485008832
FDW03,OUT010,-47.233430643899055
FDD14,OUT046,2988.4226119201453
FDV23,OUT017,2149.8722968439974
DRI03,OUT045,2878.2717116444087
FDN13,OUT035,1714.1647016722377
FDF45,OUT027,2453.978281870584
FDU46,OUT035,1566.9537420290571
FDB57,OUT049,3599.1675227031287
FDV12,OUT049,1736.5662375557472
FDQ58,OUT013,2482.486562936161
NCA18,OUT017,1963.5923080801122
FDH52,OUT049,1023.3086040373416
FDM24,OUT018,2202.9093082216423
NCP43,OUT027,4325.62154427691
NCO18,OUT019,917.8555407470892
FDM32,OUT017,1632.2805737170802
NCL07,OUT017,516.2324979752618
FDK03,OUT013,3895.250981472584
FDP59,OUT017,1827.3087472267962
FDQ24,OUT049,3877.663137331126
FDQ16,OUT018,1537.0063808565983
FDU44,OUT013,2690.782885345915
FDH28,OUT010,-1372.6587404328932
FDV28,OUT019,-1485.4394324045993
FDM22,OUT045,895.4567866116615
FDR56,OUT046,3219.555909134777
FDV39,OUT049,3183.1069893106446
FDU37,OUT019,-538.0968566928907
FDQ11,OUT010,2101.2141570858685
FDX02,OUT045,3524.6487029050127
NCS42,OUT018,1209.6728339877704
FDY57,OUT027,3014.504789965043
FDB21,OUT049,3767.6646778922545
FDE28,OUT017,3651.92409722609
FDQ55,OUT017,2047.0911238990043
FDA48,OUT049,3494.8658118907097
FDZ19,OUT045,2881.508360756756
NCC43,OUT045,3866.9476460512683
NCV18,OUT046,1338.009828356324
NCA42,OUT018,2280.151398325645
FDY45,OUT046,3956.2901321075733
NCC30,OUT045,2910.837092418959
FDM57,OUT013,1435.7610886602943
FDL09,OUT010,848.4031171134573
FDB09,OUT027,3532.830708277348
FDT44,OUT035,2066.793208394325
NCT06,OUT027,4075.344550554317
FDX26,OUT049,2950.621532464442
FDK32,OUT013,2584.5618510226054
DRA12,OUT046,2379.8082711363068
FDO46,OUT010,1184.9319720800754
FDE52,OUT013,1470.2794383760609
NCH42,OUT045,3599.113983224554
FDV08,OUT035,667.6325216401797
FDB47,OUT018,3009.394409272881
FDC28,OUT010,-43.93692523917292
FDD22,OUT046,1907.1594304762339
FDS07,OUT027,3365.318102774232
DRI13,OUT045,3452.4483657126552
FDG32,OUT018,3203.3184993446916
FDU14,OUT017,3899.2004616395575
FDD28,OUT019,-1011.4232343023541
NCP41,OUT017,1905.0604335391743
FDS08,OUT049,2883.2631274175815
FDX47,OUT045,2678.1323910352294
FDC53,OUT019,-220.17978112682374
FDQ19,OUT035,3877.9088791197237
FDL14,OUT045,2655.958243343332
FDM33,OUT019,1525.8150667729885
FDA51,OUT045,1934.0237828890472
FDZ27,OUT018,409.8401689261491
FDT04,OUT046,559.3670234852557
DRC13,OUT049,2133.883806519702
FDR16,OUT027,4814.668660196772
FDQ03,OUT027,5117.397303355267
FDE38,OUT035,2817.0356007926
DRH23,OUT027,2290.9986388016414
FDT11,OUT019,1153.2113731150034
FDD09,OUT035,3008.446194234469
FDR40,OUT045,1430.4767278639292
FDX07,OUT017,3102.56904314753
FDR07,OUT035,1713.0272346430163
FDA51,OUT017,1968.0465372083327
FDT59,OUT019,1701.5182224979321
FDF20,OUT017,3214.4573029126936
FDR13,OUT045,2038.408730324689
FDY26,OUT049,3383.2325487271214
FDW04,OUT017,2247.891308811027
FDK52,OUT017,3588.4921547337185
FDN60,OUT049,2589.0962383760925
FDM09,OUT019,871.609472784984
FDP46,OUT049,1470.903952971937
FDB50,OUT019,-606.2006475648465
NCQ29,OUT049,3954.5917383162064
FDP16,OUT027,5203.331976514955
FDX33,OUT018,2345.83882193637
FDP07,OUT010,1282.814365630552
FDN22,OUT046,3899.486462556594
FDF39,OUT049,4039.4494385398334
FDS21,OUT017,1064.6211528051754
NCM42,OUT013,1763.7396832724876
FDK50,OUT019,783.1695174373913
DRF13,OUT027,3835.3733921274247
FDH35,OUT018,2424.5002730708666
FDP60,OUT018,1371.6555854271828
DRJ49,OUT027,3582.9236256735776
NCT42,OUT019,502.09033593290764
FDE38,OUT049,2777.3733751188215
FDI04,OUT049,3213.895257125228
NCH54,OUT045,2589.127896514082
FDT56,OUT049,1002.6916542777453
DRD15,OUT018,3298.2869357867826
FDV58,OUT013,3084.4089091937676
FDP21,OUT049,3065.809958211498
FDH05,OUT013,3636.329816973877
FDR10,OUT027,4071.2732321769267
NCP06,OUT045,2479.364915564559
FDF33,OUT049,1994.0881751096495
DRK37,OUT013,2993.4087049202158
DRH49,OUT045,1428.0641046019473
FDT58,OUT013,2695.6874479684925
FDD41,OUT018,1467.7441169077242
FDP40,OUT018,1584.5722803300519
FDM51,OUT027,3173.4318098730614
FDO45,OUT010,-406.9388340431184
FDW33,OUT010,-124.88226622407285
FDY24,OUT045,903.5378473354078
FDB10,OUT010,1781.761514364162
FDM40,OUT035,2371.520988459394
NCI06,OUT017,2945.3641388492
FDW12,OUT019,499.385478859455
FDX48,OUT027,4012.7054783280723
NCW05,OUT027,3186.95481546292
FDX27,OUT017,1662.5982280537155
DRM37,OUT045,3172.086508141888
FDA38,OUT045,3766.664365539465
FDR36,OUT046,573.7758494386726
FDZ45,OUT046,3181.468619444094
FDG05,OUT017,2674.0936488732796
FDK28,OUT013,3927.58623276585
FDV47,OUT045,1481.894736708896
FDN21,OUT045,2649.6860532051683
FDP20,OUT027,3576.9121018645346
FDI35,OUT045,3023.9973078694547
DRY23,OUT013,595.2975138588681
FDA56,OUT017,2158.680221304957
FDB09,OUT013,2081.6324720911343
NCO26,OUT027,3338.1810586066463
FDQ49,OUT018,2327.8843701516375
FDI52,OUT027,3442.601187072737
FDZ44,OUT027,3418.399081406475
FDZ09,OUT018,2359.2656995410434
FDY03,OUT049,1950.7742219445122
NCG42,OUT017,2197.005418370602
DRI13,OUT027,4845.376590326388
FDQ32,OUT013,2166.036480359585
FDW16,OUT035,1620.4503687779497
FDU27,OUT046,723.7997208761406
FDR28,OUT010,824.0240749609461
FDQ49,OUT010,768.1097752295611
FDS37,OUT046,2004.6267683987348
FDW26,OUT018,3169.512898839175
FDX12,OUT018,3488.2555461130373
NCP06,OUT013,2451.3515059316273
FDW45,OUT010,513.041538534243
NCN30,OUT049,1591.1568041630424
FDN24,OUT049,813.0741262124313
NCL41,OUT027,1770.8668064360338
FDR02,OUT019,-83.68271034347907
FDD09,OUT010,1085.4842692847296
FDS33,OUT010,-404.7696299016136
FDU22,OUT045,2015.769825478469
FDI53,OUT013,2657.1121548965502
DRH01,OUT049,2840.386432114613
FDX32,OUT013,2416.9940951533945
NCP30,OUT018,199.1072441391923
FDB60,OUT045,3178.6881339190504
FDB14,OUT049,1641.1427870483715
NCP02,OUT035,933.8805239014941
FDJ10,OUT017,2387.2051401357908
FDG34,OUT046,1909.4930849202742
NCB18,OUT017,1499.5804846533492
FDM16,OUT049,1278.5759532154839
FDW25,OUT018,1127.2668398569467
FDB35,OUT010,-274.1370821498074
DRN11,OUT013,2344.3014814914677
FDF41,OUT019,1872.242732445651
FDH16,OUT045,1502.0423136082452
NCQ50,OUT018,3033.460046656182
DRH23,OUT018,575.3965459949704
DRJ37,OUT013,2470.2179531421457
DRJ24,OUT027,4357.892920251897
FDY16,OUT035,3038.089269354701
FDQ27,OUT045,1841.4364167828985
FDZ33,OUT045,2460.9480033737773
FDF29,OUT045,2274.053935522572
FDA08,OUT049,2759.5937490479337
FDG31,OUT046,1073.7190327106669
FDE34,OUT019,1029.2447919387569
NCR30,OUT027,2594.1880797111203
FDV33,OUT035,4045.958690210264
DRZ24,OUT018,1690.0679623537862
NCL54,OUT035,2832.401578861966
FDR12,OUT049,2878.8002936445478
NCC54,OUT046,3750.673615814152
DRN59,OUT013,657.3175416984486
FDX50,OUT019,-93.98031055320695
FDV31,OUT027,4317.055969087801
NCA29,OUT027,4200.143882852197
FDW60,OUT049,2937.987662248688
FDX08,OUT017,3043.6627245166205
DRD49,OUT013,3618.6729225031377
FDD33,OUT046,3647.241597923315
FDW35,OUT013,596.0424661962129
FDJ36,OUT017,1807.8435649345859
FDV51,OUT035,2780.677690330033
FDW36,OUT046,1813.471438906326
FDH35,OUT046,2771.7951938326532
NCS30,OUT027,3549.053915104077
FDN49,OUT017,574.3517298006793
FDL08,OUT018,3525.435215712623
FDI09,OUT013,3910.736050260618
FDP19,OUT018,1862.1602554797091
FDU21,OUT010,-1501.263065785662
NCP41,OUT045,1855.8712527054597
FDY10,OUT013,1871.4882705347736
FDP12,OUT018,182.8413255844198
NCN26,OUT049,1942.098182858225
FDK44,OUT013,2835.6690541278
FDC28,OUT049,1838.736149466467
FDJ41,OUT027,5431.236722803411
NCT29,OUT035,2110.655535362504
NCH42,OUT019,1614.395987473014
FDU60,OUT018,2466.7129656072034
FDS02,OUT045,3131.580140338683
FDC51,OUT046,2128.870647803067
FDU03,OUT013,2966.476175025716
FDX39,OUT045,3425.1694205348426
NCY05,OUT010,-1444.894202144315
NCL06,OUT027,5351.015484150943
FDD32,OUT035,1460.3750692490555
NCN41,OUT045,2084.8210404290508
NCX53,OUT049,2377.6820132987345
FDU57,OUT019,560.9862496198373
FDQ23,OUT046,1793.3799184569216
FDQ52,OUT045,3847.721713282191
FDC14,OUT045,638.7090057557168
FDY09,OUT035,2923.4658452945687
FDQ28,OUT045,2636.9007070085217
FDV25,OUT046,3520.9204863005334
FDJ07,OUT035,2018.289925697813
DRB25,OUT049,1777.703499141227
FDK52,OUT019,1588.149840723082
FDY52,OUT027,2435.4231925703716
FDB28,OUT046,3151.3521742411026
FDT36,OUT035,478.9605549989344
FDV25,OUT017,3564.1079828868837
NCN07,OUT027,3572.7202151495944
FDC57,OUT017,3225.2616430455123
FDQ03,OUT018,3406.23203265084
FDU23,OUT017,2805.0941159260456
NCX41,OUT035,3426.888054332618
NCD06,OUT035,685.0284795547141
FDW08,OUT045,1838.0415736373957
NCU29,OUT017,2454.8828953375496
NCE06,OUT013,2576.953509373848
FDV52,OUT010,108.56536865919526
FDB02,OUT017,2991.58550708314
NCR18,OUT045,612.2408569388708
FDK16,OUT049,1591.349379348705
NCQ29,OUT010,2047.9843322797853
FDZ01,OUT019,-93.34824417943491
FDW27,OUT035,2646.9251554553093
FDD17,OUT018,3385.889015324275
FDW39,OUT013,2893.230518274403
DRH59,OUT045,1236.5073908841123
FDS52,OUT013,1710.3857235920368
FDU40,OUT027,4539.403997606409
NCF54,OUT013,2781.289854784761
FDH46,OUT045,1794.4196874844379
NCP14,OUT049,1708.4854467885739
FDH50,OUT049,3069.4648494142675
DRF15,OUT010,636.1328038071221
FDV27,OUT027,2918.6543701204223
NCJ06,OUT049,2010.1017243680258
FDN02,OUT018,2980.2621388420725
FDQ51,OUT049,734.1284012592598
FDQ07,OUT017,3610.8001201025313
FDS45,OUT049,1819.4348138891335
NCJ06,OUT045,2044.1751766927346
FDD36,OUT035,2037.8789085935684
FDY25,OUT045,3016.3707707751873
FDU52,OUT046,2557.7635042574007
DRK47,OUT017,3608.501691538855
NCL30,OUT017,2169.8316475698402
FDN22,OUT035,3939.463077735409
NCF30,OUT027,3474.7130009874295
