Item_Identifier,Outlet_Identifier,results
FDX35,OUT018,3286.333962019729
NCB06,OUT046,2649.549389349444
FDR09,OUT019,2013.55395008379
FDC53,OUT017,1683.4616660928766
FDY45,OUT013,3893.6845144758277
FDA22,OUT010,861.2982880715631
FDE02,OUT035,1665.003269723724
FDW21,OUT045,1771.916861075092
FDV34,OUT046,1287.9275455924596
FDS59,OUT049,1911.1380936187861
NCW17,OUT017,2193.2135324410074
NCK54,OUT046,1974.6522310128394
FDG17,OUT019,1865.8213270370502
FDG35,OUT017,2954.560814826775
FDD08,OUT010,-1408.202794583141
NCO07,OUT017,3378.076671411871
FDJ10,OUT010,445.85350788885904
FDW36,OUT017,1795.9585161763448
FDW21,OUT010,-191.01611504222592
FDY19,OUT017,2066.796244815592
DRE03,OUT013,667.193944148737
NCC55,OUT049,470.3849370238993
FDH52,OUT010,-867.6318649959132
FDO09,OUT017,4098.265635969383
FDU43,OUT045,3822.4338443176043
FDX09,OUT010,900.7795551769473
FDH40,OUT019,-534.9627152893172
FDW58,OUT017,1815.034984716741
FDC47,OUT017,3578.8450584864463
NCR41,OUT035,1650.5354755163457
DRG49,OUT035,3814.945202670094
FDC52,OUT027,3978.690914725398
FDY13,OUT046,1294.821172921414
FDY35,OUT013,673.1380605650272
FDI35,OUT017,3037.388875303858
NCU18,OUT049,2335.4215674833554
FDY33,OUT018,2323.7548353756642
FDC15,OUT027,3980.6857411005117
FDU01,OUT049,3093.1669820012444
NCU42,OUT046,2773.2113299431885
NCV29,OUT018,2584.3090118616606
NCY30,OUT017,2982.989642467295
FDQ46,OUT049,1876.711544294503
FDG58,OUT027,3979.455588936646
FDK33,OUT017,3424.882683292883
NCD07,OUT045,1940.1091311258447
NCX29,OUT027,3801.5724244774706
NCT42,OUT013,2411.539355668793
DRN59,OUT035,723.1598938668176
FDI44,OUT035,1390.5651492794768
FDA45,OUT049,2880.3054799686975
FDP31,OUT045,1152.6728973098604
FDY01,OUT046,2010.9725688310737
FDT09,OUT018,1962.1340860976557
DRH03,OUT027,3005.7246004515187
FDA36,OUT018,2722.604845418973
NCF31,OUT017,2541.3295702240007
FDG14,OUT049,2580.0299616142133
FDG28,OUT027,5251.743205783392
FDU14,OUT049,3864.447661311465
FDY47,OUT019,290.7721757861841
FDI56,OUT049,1553.6708002502164
DRD01,OUT013,886.8883051541113
FDM22,OUT046,907.6974368521642
FDH33,OUT013,537.8850527683162
DRZ24,OUT013,1945.1929312219563
NCQ38,OUT046,1792.199953054097
FDO16,OUT027,2831.0521062101348
FDU07,OUT027,3920.453812064582
NCB07,OUT013,3066.7166059206647
FDU48,OUT045,2239.0106092320975
NCM43,OUT045,2719.376265215346
FDR31,OUT010,538.5877621515808
DRK49,OUT018,244.180883791136
NCI30,OUT010,1830.511907640264
DRD60,OUT017,2966.5075210931614
NCG19,OUT046,3647.607133074242
FDH12,OUT035,1812.2699034101663
FDM32,OUT035,1641.6469461020697
FDM27,OUT035,2643.622704854224
NCU53,OUT027,4123.731080570597
NCQ18,OUT046,1652.636467246688
FDS10,OUT013,2883.859733787057
FDB33,OUT027,4062.4305564823912
FDI12,OUT013,1450.419227691766
NCW42,OUT013,3435.3237829517147
NCC06,OUT018,1831.3119964170314
FDW02,OUT017,2177.075623147021
NCD43,OUT017,1782.0414268014886
FDM57,OUT018,1108.4213653049353
FDA58,OUT017,3703.6860556338033
FDK56,OUT046,3030.4946425369317
FDP52,OUT045,3675.981028528587
FDW20,OUT018,1822.5503058686518
FDS52,OUT049,1716.030610248019
NCT29,OUT018,1700.4617624238244
NCL54,OUT013,2811.250858440399
FDC05,OUT045,3221.584649958421
FDF34,OUT035,3244.536353167333
FDP03,OUT027,3542.488873243671
FDD32,OUT010,-454.58595367892394
FDZ10,OUT045,2154.5874990222474
FDZ40,OUT035,880.6465359581082
FDD51,OUT018,281.59622031027425
NCY30,OUT019,944.7594281933895
FDP58,OUT017,3451.036690867472
FDV49,OUT017,4112.800248699701
FDY24,OUT019,-1129.1473012033005
NCO55,OUT017,1814.6424437332619
FDR13,OUT017,2078.708164201703
FDS51,OUT017,1044.7709184792802
FDP26,OUT045,1757.7777325640927
NCB54,OUT027,3576.8863380391217
FDF32,OUT017,3228.152684132081
FDN31,OUT018,2767.5669114065413
DRM48,OUT017,457.06880441256567
FDN20,OUT049,2819.727971217187
DRL01,OUT046,3692.504883872583
FDV56,OUT049,1912.4613281105976
DRH13,OUT027,3229.6473431093177
FDA03,OUT017,2487.9443583344882
FDF47,OUT027,4979.866642478015
FDX32,OUT046,2517.3246398318524
FDX57,OUT049,1674.8311607723708
NCA30,OUT045,3049.7534089379733
FDO49,OUT013,773.5987145060158
FDL04,OUT019,-195.73473389755497
DRM48,OUT035,493.023395254477
FDR16,OUT013,3359.4595434628595
NCC19,OUT018,2745.147384547669
NCE42,OUT045,3686.0117616473144
FDY24,OUT017,914.9509245380775
FDH19,OUT049,2876.9988734118865
FDJ46,OUT013,2794.6307675125217
FDN45,OUT010,1576.0341364314158
FDY08,OUT035,2430.5070049154215
FDZ37,OUT035,1581.0786929827518
NCT30,OUT045,682.0275499316399
DRY23,OUT018,281.6315917680636
NCZ30,OUT018,1714.627994701992
FDC44,OUT018,1618.0303062878086
FDB45,OUT035,1862.775234664756
FDY04,OUT013,2696.245640954894
FDM27,OUT046,2679.4201467056287
FDZ43,OUT017,3856.116537512717
FDT39,OUT019,599.8883239311041
NCC06,OUT019,155.75156403185002
FDL15,OUT027,3960.669435429155
FDL57,OUT017,4020.30275318139
FDU08,OUT046,1730.0800316130033
FDK40,OUT017,4075.417006459244
FDQ12,OUT010,1664.2345824895237
FDS48,OUT017,2551.730356491781
FDP09,OUT045,3385.6772610988114
FDW21,OUT049,1727.6747647260715
FDY25,OUT035,3015.232127186253
DRE13,OUT017,1465.2282838370802
FDV43,OUT019,-1331.5691358647432
FDD22,OUT045,1886.2666606622251
FDM46,OUT019,-421.9796951378531
NCO30,OUT010,1049.6297761124315
FDM25,OUT046,2902.630546872844
NCN41,OUT049,2072.5909424444617
FDU24,OUT045,1619.912762090551
FDZ50,OUT046,3014.570917042615
FDP45,OUT013,3894.0446734636284
NCM54,OUT045,2114.7656324243408
FDW10,OUT019,886.8070268586223
FDP20,OUT017,2222.3680029855996
FDK32,OUT046,2599.236967144929
FDN52,OUT049,1502.5111330839986
FDM58,OUT045,1930.5955539542906
FDZ46,OUT027,3270.0934826293856
NCA18,OUT018,1633.3349061715394
FDD35,OUT046,2129.849299805649
NCK31,OUT035,772.1776226673392
FDI40,OUT027,3134.4497156641783
FDT50,OUT019,-294.1576381544237
NCT06,OUT046,2701.274469745163
FDT31,OUT035,3129.673007872885
FDT45,OUT049,818.2071453319131
FDT13,OUT045,3084.946972508475
FDO50,OUT045,1579.9584960250386
NCU18,OUT010,383.6731570953443
NCR54,OUT049,3103.848502963393
NCO18,OUT018,2568.350208564589
FDU09,OUT045,930.9677909228644
FDT13,OUT018,2759.047642886885
FDE09,OUT046,1957.402392964566
NCK53,OUT019,-247.54393187481855
FDG45,OUT049,3418.0938820129963
DRH15,OUT035,663.6675812204112
FDO21,OUT019,1618.8277941975848
FDD14,OUT027,4408.387094524165
FDC09,OUT046,1842.8329321577576
FDH45,OUT027,2089.894734239021
FDV32,OUT046,1100.217710309122
FDG12,OUT035,2109.041917053527
FDS32,OUT013,2397.2429325450175
NCL55,OUT018,3537.448363951829
DRE01,OUT035,3785.1218756808116
DRE15,OUT049,1291.8910382004212
NCL42,OUT045,3821.1745201855447
FDP31,OUT013,1072.891308225341
FDN33,OUT018,1282.3532176031022
FDZ59,OUT046,2751.8103968097143
FDE45,OUT010,1001.14457318352
FDJ07,OUT013,1982.9050985420347
FDQ45,OUT018,2720.367708208472
FDM33,OUT027,4857.318965607179
FDO15,OUT010,-605.4015879013556
FDM46,OUT013,1504.5339461982098
FDR03,OUT045,3360.605356578841
FDY49,OUT018,2504.3076574194133
FDQ60,OUT045,2049.5128616707007
FDW10,OUT049,2869.095799475892
FDO51,OUT049,689.613047181495
FDJ40,OUT018,1564.5933188711076
FDS20,OUT018,2674.087251569655
FDU45,OUT013,1912.266264991348
FDV02,OUT035,2800.601317814088
FDN09,OUT046,3777.961688585219
NCM55,OUT027,4405.220276229648
FDN23,OUT018,2139.500947920065
FDY31,OUT010,510.40100153254
FDW03,OUT010,-83.18334321785062
FDD14,OUT046,3001.3311896377927
FDV23,OUT017,2148.5179811661405
DRI03,OUT045,2874.452363347493
FDN13,OUT035,1720.5771465370726
FDF45,OUT027,2464.4094957535376
FDU46,OUT035,1564.0380012728815
FDB57,OUT049,3599.962252227853
FDV12,OUT049,1737.9624826885884
FDQ58,OUT013,2478.33498087325
NCA18,OUT017,1960.073540455817
FDH52,OUT049,1025.9674868683232
FDM24,OUT018,2209.5094014639462
NCP43,OUT027,4340.323324135075
NCO18,OUT019,897.5187107223401
FDM32,OUT017,1624.8021545953775
NCL07,OUT017,510.9756999827857
FDK03,OUT013,3896.786404025295
FDP59,OUT017,1823.3954429373675
FDQ24,OUT049,3879.841812811905
FDQ16,OUT018,1542.4563000321666
FDU44,OUT013,2690.807098435965
FDH28,OUT010,-1404.06322778364
FDV28,OUT019,-1500.4961978352678
FDM22,OUT045,892.6445359228671
FDR56,OUT046,3230.7317331760273
FDV39,OUT049,3183.226563178646
FDU37,OUT019,-554.2101218647881
FDQ11,OUT010,2066.4031768514324
FDX02,OUT045,3524.1247111475273
NCS42,OUT018,1217.6603683590063
FDY57,OUT027,3032.215154396191
FDB21,OUT049,3775.573797821325
FDE28,OUT017,3652.07162442225
FDQ55,OUT017,2039.0469028343014
FDA48,OUT049,3500.0335850892147
FDZ19,OUT045,2882.6551714983552
NCC43,OUT045,3869.380011477758
NCV18,OUT046,1349.1784976258737
NCA42,OUT018,2285.4633701122357
FDY45,OUT046,3962.5972612674327
NCC30,OUT045,2908.5006599856565
FDM57,OUT013,1436.194622129331
FDL09,OUT010,818.3398792623595
FDB09,OUT027,3547.6044584287015
FDT44,OUT035,2070.778493328066
NCT06,OUT027,4089.813142920748
FDX26,OUT049,2956.0801424163997
FDK32,OUT013,2583.904834463149
DRA12,OUT046,2387.1483097391156
FDO46,OUT010,1146.8392452213916
FDE52,OUT013,1467.477795199444
NCH42,OUT045,3597.7843623146805
FDV08,OUT035,666.0918272377496
FDB47,OUT018,3017.302639603627
FDC28,OUT010,-77.79749104867795
FDD22,OUT046,1917.3944496777979
FDS07,OUT027,3382.312175195212
DRI13,OUT045,3449.0734759722905
FDG32,OUT018,3215.2764642689212
FDU14,OUT017,3894.0617362342623
FDD28,OUT019,-1030.3679570360239
NCP41,OUT017,1898.523193161307
FDS08,OUT049,2886.7300089508126
FDX47,OUT045,2675.7558158570405
FDC53,OUT019,-244.527794026396
FDQ19,OUT035,3876.4482121671094
FDL14,OUT045,2652.919432291806
FDM33,OUT019,1509.971440267963
FDA51,OUT045,1937.2726541183415
FDZ27,OUT018,412.32886790371344
FDT04,OUT046,569.5452301001267
DRC13,OUT049,2135.5895126057108
FDR16,OUT027,4832.606549836661
FDQ03,OUT027,5135.3095103781
FDE38,OUT035,2817.6164264173217
DRH23,OUT027,2310.18409822954
FDT11,OUT019,1133.0516747206264
FDD09,OUT035,3007.3011214885973
FDR40,OUT045,1428.8949943199805
FDX07,OUT017,3096.1028558595067
FDR07,OUT035,1715.681894153899
FDA51,OUT017,1968.2669799893968
FDT59,OUT019,1679.5706747818774
FDF20,OUT017,3208.8223280444713
FDR13,OUT045,2034.8030954575693
FDY26,OUT049,3385.1104294579263
FDW04,OUT017,2243.903576565802
FDK52,OUT017,3586.354111649356
FDN60,OUT049,2593.086293347712
FDM09,OUT019,855.4962399263809
FDP46,OUT049,1474.8658492735492
FDB50,OUT019,-621.3565636241541
NCQ29,OUT049,3962.4931526085925
FDP16,OUT027,5217.510520187383
FDX33,OUT018,2355.7506280517646
FDP07,OUT010,1247.3890661501614
FDN22,OUT046,3912.213012722416
FDF39,OUT049,4043.4685870560425
FDS21,OUT017,1056.944712351178
NCM42,OUT013,1761.579838520855
FDK50,OUT019,762.1486504326248
DRF13,OUT027,3848.354575606639
FDH35,OUT018,2432.34452776358
FDP60,OUT018,1376.434362266695
DRJ49,OUT027,3594.115254627592
NCT42,OUT019,481.51264036222113
FDE38,OUT049,2779.6947263019497
FDI04,OUT049,3218.7909212267077
NCH54,OUT045,2590.022924231577
FDT56,OUT049,1008.6055348625275
DRD15,OUT018,3305.532742179357
FDV58,OUT013,3084.120396024522
FDP21,OUT049,3066.8260502825106
FDH05,OUT013,3638.6806767857647
FDR10,OUT027,4081.896758586929
NCP06,OUT045,2477.9277909161897
FDF33,OUT049,2005.9892466264437
DRK37,OUT013,2993.352433650702
DRH49,OUT045,1426.756285818103
FDT58,OUT013,2697.0347624944184
FDD41,OUT018,1476.0979487133554
FDP40,OUT018,1589.3770979466906
FDM51,OUT027,3186.606727831671
FDO45,OUT010,-442.4740052121298
FDW33,OUT010,-156.46930395967604
FDY24,OUT045,900.0111989544932
FDB10,OUT010,1749.4502111546553
FDM40,OUT035,2377.4094788840266
NCI06,OUT017,2941.6755626248005
FDW12,OUT019,477.8426319571412
FDX48,OUT027,4024.7269827395553
NCW05,OUT027,3206.9305549093137
FDX27,OUT017,1661.3458382852577
DRM37,OUT045,3173.938393762314
FDA38,OUT045,3763.5014466321104
FDR36,OUT046,582.8733267648452
FDZ45,OUT046,3190.5947602639226
FDG05,OUT017,2672.0720407855133
FDK28,OUT013,3928.420661191983
FDV47,OUT045,1480.5369658135655
FDN21,OUT045,2649.9075358482246
FDP20,OUT027,3590.8786455255454
FDI35,OUT045,3022.7095259095513
DRY23,OUT013,597.3624876642939
FDA56,OUT017,2149.9916840645114
FDB09,OUT013,2081.219565772694
NCO26,OUT027,3354.8426990548783
FDQ49,OUT018,2334.5360334005754
FDI52,OUT027,3459.9300987432634
FDZ44,OUT027,3431.6085283220937
FDZ09,OUT018,2368.643830226661
FDY03,OUT049,1956.358663410286
NCG42,OUT017,2192.552705639731
DRI13,OUT027,4857.902095416352
FDQ32,OUT013,2165.0307499065675
FDW16,OUT035,1620.7481654939852
FDU27,OUT046,737.1214295108944
FDR28,OUT010,787.7250486674495
FDQ49,OUT010,734.3541726317851
FDS37,OUT046,2010.4396456584054
FDW26,OUT018,3179.5441798630486
FDX12,OUT018,3491.6277980891186
NCP06,OUT013,2450.6305875509
FDW45,OUT010,477.9260612319449
NCN30,OUT049,1591.5736394875294
FDN24,OUT049,817.031789222352
NCL41,OUT027,1784.984721303382
FDR02,OUT019,-105.65692480679792
FDD09,OUT010,1048.5065174128674
FDS33,OUT010,-441.0352047269031
FDU22,OUT045,2016.490748109107
FDI53,OUT013,2660.739081283463
DRH01,OUT049,2846.5939664626126
FDX32,OUT013,2419.199244090092
NCP30,OUT018,204.04911279075623
FDB60,OUT045,3173.9822954774004
FDB14,OUT049,1646.671252765168
NCP02,OUT035,934.7312613234933
FDJ10,OUT017,2386.49716132117
FDG34,OUT046,1917.3159402579827
NCB18,OUT017,1494.8319077882145
FDM16,OUT049,1279.6999092440833
FDW25,OUT018,1131.7813424289652
FDB35,OUT010,-306.552940518132
DRN11,OUT013,2348.7157827956016
FDF41,OUT019,1857.9943531383794
FDH16,OUT045,1500.274646976938
NCQ50,OUT018,3039.762968645281
DRH23,OUT018,586.4950486055925
DRJ37,OUT013,2470.5028723937157
DRJ24,OUT027,4376.201824081731
FDY16,OUT035,3042.2075603576345
FDQ27,OUT045,1840.2730080686222
FDZ33,OUT045,2462.449327820129
FDF29,OUT045,2269.956444293374
FDA08,OUT049,2762.7359948311814
FDG31,OUT046,1082.2039463378528
FDE34,OUT019,1008.739975246086
NCR30,OUT027,2610.331901410931
FDV33,OUT035,4045.831268905899
DRZ24,OUT018,1696.6798775118355
NCL54,OUT035,2836.6028045849407
FDR12,OUT049,2878.8400556132515
NCC54,OUT046,3763.1539331462254
DRN59,OUT013,656.4841636469398
FDX50,OUT019,-111.00779535930423
FDV31,OUT027,4334.728390595901
NCA29,OUT027,4213.5650033645215
FDW60,OUT049,2936.5145253980168
FDX08,OUT017,3036.9333812259633
DRD49,OUT013,3623.660571863896
FDD33,OUT046,3658.741464963821
FDW35,OUT013,591.0079089231197
FDJ36,OUT017,1805.4532585028032
FDV51,OUT035,2781.576411395629
FDW36,OUT046,1819.8076369248852
FDH35,OUT046,2781.149034340349
NCS30,OUT027,3566.6140680800854
FDN49,OUT017,573.9193252076409
FDL08,OUT018,3532.2611757596696
FDI09,OUT013,3926.5449575357748
FDP19,OUT018,1873.3993708669186
FDU21,OUT010,-1534.2853048838745
NCP41,OUT045,1852.3626584584295
FDY10,OUT013,1870.2806642832443
FDP12,OUT018,186.37139813275053
NCN26,OUT049,1943.7960839735342
FDK44,OUT013,2838.796057051776
FDC28,OUT049,1841.6693593461914
FDJ41,OUT027,5443.871790863377
NCT29,OUT035,2113.918318668288
NCH42,OUT019,1595.782893647254
FDU60,OUT018,2472.4100946280505
FDS02,OUT045,3134.9174521239634
FDC51,OUT046,2132.80681905063
FDU03,OUT013,2969.626216264831
FDX39,OUT045,3425.2327035949675
NCY05,OUT010,-1478.000835073507
NCL06,OUT027,5368.37114445083
FDD32,OUT035,1461.5327849894038
NCN41,OUT045,2084.650393769512
NCX53,OUT049,2378.7066714383477
FDU57,OUT019,544.8599076131757
FDQ23,OUT046,1798.8321403326145
FDQ52,OUT045,3850.498454829431
FDC14,OUT045,635.6518768393353
FDY09,OUT035,2922.562346261395
FDQ28,OUT045,2636.358486980465
FDV25,OUT046,3528.530815170286
FDJ07,OUT035,2016.926213119129
DRB25,OUT049,1781.91709447538
FDK52,OUT019,1572.102170384791
FDY52,OUT027,2445.0281661299537
FDB28,OUT046,3161.9294984579756
FDT36,OUT035,480.9177381231875
FDV25,OUT017,3559.3897443620767
NCN07,OUT027,3587.412146299844
FDC57,OUT017,3221.561761144108
FDQ03,OUT018,3416.0653659230934
FDU23,OUT017,2798.42162702366
NCX41,OUT035,3426.9101595495454
NCD06,OUT035,689.0889861348905
FDW08,OUT045,1840.7490348888255
NCU29,OUT017,2449.449697792599
NCE06,OUT013,2579.4633694084673
FDV52,OUT010,78.17523813588889
FDB02,OUT017,2985.3891472067867
NCR18,OUT045,608.1831861216301
FDK16,OUT049,1594.1087584170868
NCQ29,OUT010,2019.0018674372363
FDZ01,OUT019,-117.67539364644728
FDW27,OUT035,2653.81330008151
FDD17,OUT018,3391.227442046695
FDW39,OUT013,2892.6689592781167
DRH59,OUT045,1235.4655311709303
FDS52,OUT013,1704.9150374958917
FDU40,OUT027,4553.1520564764705
NCF54,OUT013,2781.3429470181754
FDH46,OUT045,1791.8590669249402
NCP14,OUT049,1715.1488134238457
FDH50,OUT049,3072.8555173070613
DRF15,OUT010,600.5549377864826
FDV27,OUT027,2932.938616247136
NCJ06,OUT049,2012.4701864853937
FDN02,OUT018,2988.302860548172
FDQ51,OUT049,734.5455650426231
FDQ07,OUT017,3609.181210193697
FDS45,OUT049,1820.233135146339
NCJ06,OUT045,2042.1455559966848
FDD36,OUT035,2034.66042706688
FDY25,OUT045,3013.5578307048413
FDU52,OUT046,2566.4882492847028
DRK47,OUT017,3605.789296374895
NCL30,OUT017,2165.9671676769894
FDN22,OUT035,3945.5579778204105
NCF30,OUT027,3493.682745945339
FDK03,OUT035,4004.4138507874163
